Sector 1,Sector 2,Similarity Score
Aerospace and Aviation,Paints & Coatings,48.1726228674964
Paints & Coatings,Aerospace and Aviation,48.1726228674964
Paints & Coatings,Media & Entertainment,48.16927612512025
Media & Entertainment,Paints & Coatings,48.16927612512025
Mining,Paints & Coatings,48.07275889173113
Paints & Coatings,Mining,48.07275889173113
Paints & Coatings,Green Jobs,47.83530992466407
Green Jobs,Paints & Coatings,47.83530992466407
Food Processing,Paints & Coatings,47.831492788896
Paints & Coatings,Food Processing,47.831492788896
Paints & Coatings,Sports,47.72677063926176
Sports,Paints & Coatings,47.72677063926176
Information Technology Sector,Paints & Coatings,47.52825715465767
Paints & Coatings,Information Technology Sector,47.52825715465767
Paints & Coatings,Apparel,47.520244361437
Apparel,Paints & Coatings,47.520244361437
Agriculture,Paints & Coatings,47.48563878636512
Paints & Coatings,Agriculture,47.48563878636512
Healthcare,Paints & Coatings,47.281484155227254
Paints & Coatings,Healthcare,47.281484155227254
Domestic Workers,Paints & Coatings,47.1592437196586
Paints & Coatings,Domestic Workers,47.1592437196586
Paints & Coatings,Leather,47.11360478825358
Leather,Paints & Coatings,47.11360478825358
Wood & Carpentry,Paints & Coatings,46.84444782640156
Paints & Coatings,Wood & Carpentry,46.84444782640156
Handicrafts and Carpet,Paints & Coatings,46.83825754392833
Paints & Coatings,Handicrafts and Carpet,46.83825754392833
PwD,Paints & Coatings,46.77525767506613
Paints & Coatings,PwD,46.77525767506613
Gem & Jewellery,Paints & Coatings,46.523432754094124
Paints & Coatings,Gem & Jewellery,46.523432754094124
Paints & Coatings,"Education, Training & Research",46.42184689740936
"Education, Training & Research",Paints & Coatings,46.42184689740936
Paints & Coatings,Textile,44.63440722920578
Textile,Paints & Coatings,44.63440722920578
